k,state,true_mean,sample_mean,sample_std,abs_err
6,0,0.5,0.490950689920265,0.051082493577160396,0.009049310079734973
6,1,0.5,0.48107690098758027,0.04878972087459236,0.01892309901241973
6,2,0.5,0.4864540160345516,0.046812837081260224,0.013545983965448427
6,3,0.5,0.48322843472338134,0.05028964502690474,0.01677156527661866
6,4,0.5,0.4855224661813593,0.04490145501832321,0.014477533818640698
6,5,0.5,0.49131340874589247,0.05247520534491738,0.008686591254107534
6,6,0.5,0.4860699190915008,0.046994418140861104,0.013930080908499176
6,7,0.5,0.4870653399994943,0.05000773657514434,0.012934660000505693
6,8,0.5,0.48585674214787244,0.04849919210922136,0.014143257852127555
6,9,0.5,0.4831588884597233,0.05076569680525549,0.016841111540276676
6,10,0.6666666666666666,0.4876151875399961,0.05265189396563114,0.17905147912667052
6,11,0.5,0.4944454299017634,0.053499638370088726,0.005554570098236622
6,12,0.5,0.4839186387016536,0.05002807530961451,0.01608136129834642
6,13,0.5,0.48723942200597475,0.05245975046501609,0.012760577994025246
6,14,0.5,0.48739802057441545,0.05167515090064061,0.012601979425584553
6,15,0.5,0.48436921535204575,0.05433741054082198,0.015630784647954254
6,16,0.5,0.4900768147072349,0.051337730994408616,0.009923185292765091
6,17,0.5,0.4855395806832913,0.053206249171604166,0.014460419316708717
6,18,0.5,0.48386655286405483,0.05059896811627869,0.016133447135945167
6,19,0.5,0.4852594949163686,0.05235198389429421,0.014740505083631394
6,20,0.5,0.4911534632755994,0.0515397791339432,0.008846536724400611
6,21,0.6666666666666666,0.48346299222345357,0.054396246194353334,0.18320367444321306
6,22,0.5,0.48800870574335986,0.049667729353078484,0.01199129425664014
6,23,0.3333333333333333,0.48547443680935154,0.05429085437580458,0.15214110347601822
6,24,0.5,0.4886856173122443,0.0494841350331214,0.011314382687755697
6,25,0.5,0.4848982070876369,0.050126446172216926,0.015101792912363077
6,26,0.5,0.49050518601432663,0.0553696956633562,0.009494813985673367
6,27,0.5,0.4851489474330144,0.05188142478587615,0.0148510525669856
6,28,0.5,0.4839417855288123,0.05344748466079182,0.016058214471187715
6,29,0.3333333333333333,0.4835134940845306,0.05052505836315743,0.15018016075119728
6,30,0.5,0.48829018831273635,0.05474489313739269,0.01170981168726365
6,31,0.5,0.489207459211207,0.050985402463139214,0.010792540788792993
6,32,0.5,0.4859089049011998,0.04638216903953966,0.014091095098800188
6,33,0.5,0.4827917362554791,0.04951901627473429,0.01720826374452089
6,34,0.5,0.49299853410317135,0.055985960912991024,0.007001465896828651
6,35,0.5,0.4806643118493239,0.04961038726888179,0.0193356881506761
6,36,0.5,0.49274412704072534,0.04463382023823492,0.007255872959274656
6,37,0.3333333333333333,0.48283931123163276,0.06046452452777146,0.14950597789829945
6,38,0.5,0.4817259230965138,0.05699186740682935,0.018274076903486203
6,39,0.5,0.48525807901660883,0.05683257248056219,0.014741920983391166
6,40,0.5,0.4799555784087683,0.04746326784701877,0.02004442159123171
6,41,0.5,0.482997182586225,0.05431292826200128,0.017002817413775018
6,42,0.5,0.4888619234517035,0.05342027130096452,0.011138076548296516
6,43,0.6666666666666666,0.4817133639388835,0.05365329578180167,0.18495330272778315
6,44,0.5,0.48107277129353065,0.04970689623387104,0.018927228706469346
6,45,0.5,0.48397183590606785,0.05433053500084872,0.01602816409393215
6,46,0.6666666666666666,0.4833330910916166,0.05046674153712344,0.18333357557505003
6,47,0.5,0.4858971134994553,0.05741167969571286,0.014102886500544698
6,48,0.5,0.48984973545014326,0.05279266274825954,0.010150264549856736
6,49,0.5,0.48599670558328784,0.0568425609724015,0.014003294416712164
6,50,0.6666666666666666,0.4866933211284797,0.04808794926924803,0.17997334553818695
6,51,0.5,0.48099714870915483,0.052954435636452725,0.01900285129084517
6,52,0.5,0.4876245045961259,0.05081381932230948,0.012375495403874115
6,53,0.5,0.4867428508273434,0.05457512439861512,0.01325714917265658
6,54,0.5,0.47986962987440845,0.04904678275615142,0.020130370125591546
6,55,0.5,0.48695481782351324,0.056748608262584536,0.013045182176486758
6,56,0.5,0.48308468666492066,0.05540909777913608,0.01691531333507934
6,57,0.3333333333333333,0.48078918008608423,0.052928641862613875,0.14745584675275092
6,58,0.5,0.4857632358932464,0.05084444120609474,0.014236764106753619
6,59,0.5,0.4873091189649119,0.053591828575489504,0.012690881035088086
6,60,0.6666666666666666,0.48390352806980985,0.05831892554636128,0.18276313859685678
6,61,0.5,0.4817193426936217,0.05662496240819116,0.01828065730637829
6,62,0.5,0.4900843665370103,0.05470928084213644,0.009915633462989681
6,63,0.5,0.47703963312627257,0.061304775955047894,0.022960366873727434
